Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
SRR5517362_GSM2608640_NMR_NM_6074_HYP_Heterocephalus_glaber_RNA-Seq	27133840.0	50.0	4659129.0	17.17	49.26	755784.0	736427.0	747028.0	5332.0	1004.0	2420.0	7.0	0.03	1.72	0.02	1.43	913412.0	3.37	31681.0	0.12	0.0	79.33	0.01	0	21526904	2714
SRR5517363_GSM2608642_NMR_NM_6074_CER_Heterocephalus_glaber_RNA-Seq	26833491.0	50.0	4275463.0	15.93	49.17	652749.0	634119.0	644914.0	4589.0	816.0	2430.0	6.97	0.03	1.7	0.02	1.42	772154.0	2.88	28442.0	0.11	0.0	81.07	0.01	0	21754749	2683
SRR5517364_GSM2608644_NMR_NM_6206_PIT_Heterocephalus_glaber_RNA-Seq	23545898.0	50.0	4186019.0	17.78	49.27	705530.0	690517.0	699110.0	4016.0	542.0	1862.0	7.02	0.02	1.68	0.02	1.44	808613.0	3.43	33676.0	0.14	0.0	78.64	0.0	0	18517590	0
SRR5517365_GSM2608645_NMR_NM_6206_HYP_Heterocephalus_glaber_RNA-Seq	26740141.0	50.0	4352588.0	16.28	49.24	704067.0	684863.0	695817.0	5006.0	911.0	2333.0	7.03	0.03	1.72	0.02	1.43	794730.0	2.97	26938.0	0.1	0.0	80.64	0.01	0	21563211	2674
SRR5517366_GSM2608647_NMR_NM_6206_CER_Heterocephalus_glaber_RNA-Seq	30363490.0	50.0	4973951.0	16.38	49.22	804224.0	781925.0	794701.0	5844.0	940.0	2739.0	6.99	0.03	1.7	0.02	1.42	771084.0	2.54	27224.0	0.09	0.0	80.98	0.01	0	24588195	3036
SRR5517367_GSM2608649_NMR_BF_6382_PIT_Heterocephalus_glaber_RNA-Seq	21245162.0	50.0	3991920.0	18.79	49.36	718559.0	704553.0	712286.0	3993.0	538.0	1742.0	7.05	0.02	1.67	0.01	1.45	776945.0	3.66	30455.0	0.14	0.0	77.4	0.01	0	16443717	2125
SRR5517368_GSM2608651_NMR_BF_6382_CER_Heterocephalus_glaber_RNA-Seq	32471076.0	50.0	5171108.0	15.93	49.2	832611.0	809390.0	822483.0	6384.0	1009.0	2735.0	7.01	0.03	1.69	0.02	1.44	792249.0	2.44	27557.0	0.08	0.0	81.54	0.01	0	26476915	3247
SRR5517369_GSM2608653_NMR_BM_6656_PIT_Heterocephalus_glaber_RNA-Seq	29296818.0	50.0	5247302.0	17.91	49.32	966746.0	947604.0	958044.0	5485.0	772.0	2445.0	7.05	0.02	1.69	0.02	1.45	967892.0	3.3	38602.0	0.13	0.0	78.65	0.0	0	23043022	0
SRR5517370_GSM2608655_NMR_BM_6656_HYP_Heterocephalus_glaber_RNA-Seq	27996185.0	50.0	4705617.0	16.81	49.22	754769.0	735207.0	746164.0	5241.0	1008.0	2356.0	6.96	0.03	1.73	0.02	1.43	912384.0	3.26	31626.0	0.11	0.0	79.81	0.01	0	22343758	2800
SRR5517371_GSM2608657_NMR_BM_6656_CER_Heterocephalus_glaber_RNA-Seq	35298074.0	50.0	6046125.0	17.13	49.28	1016813.0	989848.0	1004919.0	7534.0	1192.0	3168.0	6.98	0.02	1.71	0.02	1.43	885524.0	2.51	31463.0	0.09	0.0	80.27	0.01	0	28331432	3530
SRR5517372_GSM2608659_NMR_BF_6841_CER_Heterocephalus_glaber_RNA-Seq	33312124.0	50.0	5458638.0	16.39	49.22	886927.0	862732.0	876118.0	6720.0	1168.0	2921.0	6.97	0.03	1.69	0.02	1.44	863148.0	2.59	30688.0	0.09	0.0	80.92	0.01	0	26956319	3331
SRR5517373_GSM2608661_NMR_NF_0525_SKN_Heterocephalus_glaber_RNA-Seq	28807514.0	50.0	4456782.0	15.47	49.23	689854.0	667233.0	681465.0	5602.0	722.0	2065.0	7.49	0.02	1.73	0.02	1.45	1694119.0	5.88	82743.0	0.29	0.0	78.36	0.01	0	22570990	2880
SRR5517374_GSM2608663_NMR_NM_0713_SKN_Heterocephalus_glaber_RNA-Seq	29660336.0	50.0	4262215.0	14.37	49.14	627089.0	606561.0	619656.0	4592.0	641.0	2200.0	7.44	0.02	1.72	0.02	1.45	1605713.0	5.41	78078.0	0.26	0.0	79.94	0.01	0	23711364	2966
SRR5517375_GSM2608665_NMR_BF_1090_SKN_Heterocephalus_glaber_RNA-Seq	24666336.0	50.0	3923727.0	15.91	49.18	586496.0	567773.0	579204.0	4490.0	656.0	2146.0	7.24	0.03	1.72	0.02	1.45	1446241.0	5.86	73060.0	0.3	0.0	77.92	0.01	0	19220841	2467
SRR5517376_GSM2608667_NMR_BM_1147_SKN_Heterocephalus_glaber_RNA-Seq	31817908.0	50.0	4277557.0	13.44	49.13	606385.0	584497.0	598470.0	4804.0	774.0	2337.0	7.53	0.02	1.72	0.02	1.44	1555958.0	4.89	73891.0	0.23	0.0	81.43	0.01	0	25907320	3182
SRR5517377_GSM2608669_NMR_BM_1215_SKN_Heterocephalus_glaber_RNA-Seq	28956607.0	50.0	4433525.0	15.31	49.18	651452.0	631037.0	643438.0	4902.0	776.0	2336.0	7.44	0.02	1.69	0.02	1.47	1712635.0	5.91	87500.0	0.3	0.0	78.46	0.01	0	22720051	2896
SRR5517378_GSM2608671_NMR_BM_1400_SKN_Heterocephalus_glaber_RNA-Seq	21937211.0	50.0	2817704.0	12.84	49.05	391323.0	377123.0	385918.0	2851.0	505.0	2049.0	7.32	0.03	1.75	0.02	1.45	788337.0	3.59	34739.0	0.16	0.0	83.39	0.02	0	18292044	4387
SRR5517379_GSM2608672_NMR_NM_1449_SKN_Heterocephalus_glaber_RNA-Seq	29119605.0	50.0	4741307.0	16.28	49.23	759160.0	736816.0	750685.0	5652.0	743.0	2080.0	7.34	0.02	1.72	0.02	1.46	1621901.0	5.57	74269.0	0.26	0.0	77.88	0.01	0	22679216	2912
SRR5517380_GSM2608674_NMR_BF_1816_SKN_Heterocephalus_glaber_RNA-Seq	27766485.0	50.0	3510940.0	12.64	49.09	474302.0	455993.0	467779.0	3669.0	514.0	2340.0	7.4	0.03	1.73	0.02	1.44	1234255.0	4.45	58880.0	0.21	0.0	82.69	0.01	0	22959633	2777
SRR5517381_GSM2608676_NMR_NF_2411_SKN_Heterocephalus_glaber_RNA-Seq	35368993.0	50.0	5060964.0	14.31	49.09	703098.0	678639.0	693998.0	5344.0	867.0	2889.0	7.36	0.03	1.76	0.02	1.45	1969506.0	5.57	99095.0	0.28	0.0	79.82	0.02	0	28232354	7074
SRR5517382_GSM2608678_NMR_NF_2969_SKN_Heterocephalus_glaber_RNA-Seq	37689726.0	50.0	6345790.0	16.84	49.25	1032613.0	994251.0	1020262.0	8134.0	1165.0	3052.0	7.4	0.02	1.74	0.02	1.44	2362377.0	6.27	104731.0	0.28	0.0	76.61	0.01	0	28873059	3769
SRR5517383_GSM2608680_NMR_BM_3274_SKN_Heterocephalus_glaber_RNA-Seq	30188627.0	50.0	4253655.0	14.09	49.09	592217.0	570636.0	584397.0	4376.0	779.0	2665.0	7.37	0.03	1.74	0.02	1.43	1530133.0	5.07	73982.0	0.25	0.0	80.58	0.01	0	24327838	3019
SRR5517384_GSM2608681_NMR_NM_3295_SKN_Heterocephalus_glaber_RNA-Seq	36885489.0	50.0	5018430.0	13.61	49.06	716839.0	690553.0	706929.0	5413.0	866.0	3631.0	7.2	0.03	1.75	0.02	1.43	1293299.0	3.51	53943.0	0.15	0.0	82.73	0.01	0	30516128	3689
SRR5517385_GSM2608683_NMR_NF_3605_SKN_Heterocephalus_glaber_RNA-Seq	34026770.0	50.0	4955631.0	14.56	49.13	734269.0	710622.0	725680.0	5183.0	789.0	2617.0	7.42	0.03	1.73	0.02	1.46	1735375.0	5.1	84384.0	0.25	0.0	80.07	0.01	0	27247977	3403
SRR5517386_GSM2608685_NMR_NF_4060_SKN_Heterocephalus_glaber_RNA-Seq	29898494.0	50.0	4526733.0	15.14	49.19	672646.0	650330.0	664688.0	4985.0	712.0	2261.0	7.38	0.02	1.71	0.02	1.45	1709077.0	5.72	80762.0	0.27	0.0	78.87	0.0	0	23581922	0
SRR5517387_GSM2608687_NMR_BF_4121_SKN_Heterocephalus_glaber_RNA-Seq	29521223.0	50.0	4431494.0	15.01	49.16	629384.0	606580.0	621378.0	4657.0	715.0	2634.0	7.35	0.03	1.73	0.02	1.44	1863661.0	6.31	99983.0	0.34	0.0	78.32	0.02	0	23120181	5904
SRR5517388_GSM2608689_NMR_BF_4772_SKN_Heterocephalus_glaber_RNA-Seq	35939069.0	50.0	5823315.0	16.2	49.24	944948.0	919606.0	934813.0	6562.0	999.0	2574.0	7.38	0.02	1.71	0.01	1.45	1851930.0	5.15	82874.0	0.23	0.0	78.4	0.01	0	28177356	3594
SRR5517389_GSM2608691_NMR_NM_4925_SKN_Heterocephalus_glaber_RNA-Seq	34516059.0	50.0	4481311.0	12.98	49.07	590064.0	568011.0	582063.0	4558.0	713.0	2730.0	7.41	0.03	1.75	0.02	1.44	1714188.0	4.97	81401.0	0.24	0.0	81.79	0.02	0	28232255	6904
SRR5517390_GSM2608693_NMR_BM_5982_SKN_Heterocephalus_glaber_RNA-Seq	33605282.0	50.0	5474783.0	16.29	49.2	847564.0	821629.0	837316.0	6580.0	916.0	2752.0	7.35	0.02	1.71	0.02	1.47	1875055.0	5.58	89535.0	0.27	0.0	77.85	0.01	0	26162548	3361
SRR5517391_GSM2608695_NMR_NM_6074_SKN_Heterocephalus_glaber_RNA-Seq	26268658.0	50.0	4300270.0	16.37	49.25	704599.0	687993.0	697334.0	4958.0	601.0	1706.0	7.34	0.02	1.71	0.01	1.43	1388877.0	5.29	59064.0	0.22	0.0	78.11	0.01	0	20517820	2627
SRR5517392_GSM2608697_NMR_NM_6206_SKN_Heterocephalus_glaber_RNA-Seq	31426576.0	50.0	5507475.0	17.52	49.24	920448.0	897502.0	910834.0	6464.0	789.0	2361.0	7.12	0.02	1.75	0.02	1.43	1549240.0	4.93	61619.0	0.2	0.0	77.34	0.01	0	24305099	3143
SRR5517393_GSM2608699_NMR_BF_6382_SKN_Heterocephalus_glaber_RNA-Seq	25036909.0	50.0	3691902.0	14.75	49.15	528106.0	508387.0	521784.0	3748.0	639.0	1935.0	7.49	0.03	1.71	0.02	1.45	1496193.0	5.98	78175.0	0.31	0.0	78.96	0.01	0	19768135	2504
SRR5517394_GSM2608701_NMR_BM_6656_SKN_Heterocephalus_glaber_RNA-Seq	37226312.0	50.0	5469603.0	14.69	49.14	828801.0	803957.0	819037.0	6051.0	998.0	2715.0	7.47	0.02	1.72	0.02	1.43	1732302.0	4.65	81923.0	0.22	0.0	80.42	0.01	0	29938761	3723
SRR5517410_GSM2608702_NMR_BF_6841_SKN_Heterocephalus_glaber_RNA-Seq	34729968.0	50.0	5230004.0	15.06	49.18	790037.0	762283.0	780081.0	6131.0	868.0	2957.0	7.37	0.02	1.75	0.02	1.45	1824558.0	5.25	89313.0	0.26	0.0	79.42	0.01	0	27582620	3473
SRR5517411_GSM2608704_NMR_NF_3605_THY_Heterocephalus_glaber_RNA-Seq	28584199.0	50.0	4382299.0	15.33	49.2	708480.0	690893.0	701144.0	4761.0	690.0	1885.0	7.3	0.02	1.71	0.02	1.37	1203628.0	4.21	53508.0	0.19	0.0	80.27	0.0	0	22944764	0
SRR5517412_GSM2608706_NMR_BM_1215_HRT_Heterocephalus_glaber_RNA-Seq	19736051.0	49.0	3111313.0	15.76	48.33	523013.0	512755.0	516487.0	4971.0	590.0	965.0	7.35	0.01	1.73	0.01	1.46	753321.0	3.82	18681.0	0.09	0.0	80.32	0.0	0	15852736	0
SRR5517413_GSM2608706_NMR_BM_1215_HRT_Heterocephalus_glaber_RNA-Seq	2613236.0	50.0	420363.0	16.09	49.48	73889.0	72780.0	72993.0	670.0	85.0	141.0	7.37	0.01	1.67	0.01	1.44	100433.0	3.84	2465.0	0.09	0.0	79.97	0.0	0	2089975	0
SRR5517414_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq	8722642.0	50.0	1451262.0	16.64	49.35	237050.0	230649.0	234392.0	1670.0	312.0	676.0	7.09	0.03	1.7	0.02	1.44	266037.0	3.05	9006.0	0.1	0.0	80.2	0.01	0	6995465	872
SRR5517415_GSM2608708_NMR_BF_1816_HYP_Heterocephalus_glaber_RNA-Seq	17643339.0	50.0	2896543.0	16.42	49.23	470413.0	457838.0	464970.0	3331.0	637.0	1475.0	7.06	0.03	1.7	0.02	1.43	533088.0	3.02	18336.0	0.1	0.0	80.45	0.01	0	14193608	1764
SRR5517416_GSM2608711_NMR_NM_3295_THY_Heterocephalus_glaber_RNA-Seq	29276608.0	50.0	1982718.0	6.77	48.9	129491.0	124412.0	127814.0	948.0	167.0	562.0	8.42	0.02	1.96	0.01	1.38	798844.0	2.73	29032.0	0.1	0.0	90.4	0.0	0	26466014	0
SRR5517417_GSM2608711_NMR_NM_3295_THY_Heterocephalus_glaber_RNA-Seq	28806661.0	50.0	4532540.0	15.73	49.19	741391.0	721519.0	733285.0	5036.0	728.0	2342.0	7.34	0.02	1.69	0.02	1.38	1251444.0	4.34	58770.0	0.2	0.0	79.72	0.0	0	22963907	0
SRR5517418_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq	10159567.0	50.0	1660636.0	16.35	49.32	267118.0	259732.0	264013.0	1847.0	358.0	900.0	7.09	0.03	1.7	0.02	1.43	317602.0	3.13	11556.0	0.11	0.0	80.4	0.02	0	8167741	2032
SRR5517419_GSM2608713_NMR_BF_4772_HYP_Heterocephalus_glaber_RNA-Seq	17319372.0	50.0	2799145.0	16.16	49.21	445457.0	433143.0	440012.0	3251.0	623.0	1571.0	7.06	0.03	1.71	0.02	1.43	536754.0	3.1	19115.0	0.11	0.0	80.61	0.01	0	13962626	1732
SRR5517420_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq	19412609.0	50.0	3494118.0	18.0	49.36	593683.0	580227.0	585531.0	5328.0	753.0	2071.0	7.19	0.02	1.66	0.02	1.49	988990.0	5.09	38671.0	0.2	0.0	76.7	0.0	0	14890830	0
SRR5517421_GSM2608715_NMR_NM_4925_ADR_Heterocephalus_glaber_RNA-Seq	7027459.0	50.0	1264938.0	18.0	49.37	215156.0	210233.0	212263.0	1895.0	261.0	737.0	7.2	0.02	1.66	0.01	1.48	359255.0	5.11	14112.0	0.2	0.0	76.68	0.0	0	5389154	0
SRR5517422_GSM2608717_NMR_BF_6382_HYP_Heterocephalus_glaber_RNA-Seq	8683408.0	50.0	1387347.0	15.98	49.31	219405.0	213340.0	216812.0	1533.0	297.0	763.0	7.12	0.03	1.71	0.02	1.43	263735.0	3.04	9076.0	0.1	0.0	80.87	0.01	0	7022382	868
SRR5517423_GSM2608717_NMR_BF_6382_HYP_Heterocephalus_glaber_RNA-Seq	15928811.0	50.0	2514022.0	15.78	49.19	393953.0	383124.0	389317.0	2808.0	509.0	1319.0	7.1	0.03	1.71	0.02	1.43	479413.0	3.01	16538.0	0.1	0.0	81.09	0.01	0	12917245	1593
SRR5517424_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq	30802538.0	50.0	2884071.0	9.36	49.01	349297.0	341387.0	345895.0	2171.0	384.0	847.0	8.06	0.02	1.63	0.02	1.45	892029.0	2.9	25299.0	0.08	0.0	87.66	0.0	0	27001139	0
SRR5517425_GSM2608718_NMR_BF_6841_HRT_Heterocephalus_glaber_RNA-Seq	43557639.0	50.0	6481490.0	14.88	49.27	1101391.0	1082802.0	1088927.0	9233.0	1248.0	1983.0	7.37	0.01	1.68	0.01	1.42	1640886.0	3.77	44183.0	0.1	0.0	81.25	0.0	0	35391080	0
SRR5517426_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq	17239437.0	50.0	3339260.0	19.37	49.4	661410.0	650277.0	656614.0	3005.0	419.0	1372.0	7.07	0.02	1.69	0.01	1.44	571393.0	3.31	22907.0	0.13	0.0	77.17	0.01	0	13304153	1724
SRR5517427_GSM2608720_NMR_BF_6841_PIT_Heterocephalus_glaber_RNA-Seq	5293025.0	50.0	1021074.0	19.29	49.37	200944.0	197698.0	199400.0	950.0	154.0	440.0	7.07	0.02	1.68	0.01	1.45	175428.0	3.31	7166.0	0.14	0.0	77.25	0.01	0	4088828	529
SRR5517428_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq	8936708.0	50.0	1438640.0	16.1	49.31	227413.0	221340.0	224774.0	1594.0	288.0	757.0	7.1	0.03	1.73	0.02	1.44	258149.0	2.89	8992.0	0.1	0.0	80.9	0.01	0	7230033	894
SRR5517429_GSM2608722_NMR_BF_6841_HYP_Heterocephalus_glaber_RNA-Seq	13605610.0	50.0	2161796.0	15.89	49.18	338898.0	329710.0	335011.0	2359.0	438.0	1090.0	7.07	0.03	1.71	0.02	1.43	391974.0	2.88	13433.0	0.1	0.0	81.12	0.01	0	11037046	1361
SRR5517430_GSM2608724_NMR_NF_3439_SKN_Heterocephalus_glaber_RNA-Seq	26359407.0	50.0	3944050.0	14.96	49.18	578706.0	558332.0	571352.0	4651.0	615.0	2088.0	7.47	0.02	1.73	0.02	1.45	1532658.0	5.81	75641.0	0.29	0.0	78.93	0.01	0	20804422	2636
